,amplitude,rise_time,temperature,r_chisq,sigmoid_dist,snr_rise_time,snr_amplitude,objectId,alertId,type,predicted_label
44,13878.064214736502,18.97518008426217,12099.662945108565,0.7720890781886984,2.664558646553612,9.032682855377246,6.923245416422642,ZTF21abxowzx,2007420852015015053,Unknown,TDE
45,13585.91651976347,17.813417431163494,12297.817407668184,0.6189632789922641,2.799166200196144,9.301319488004578,6.982587229995596,ZTF21abxowzx,2723375252015015008,Unknown,TDE
46,13515.195802029428,17.072075348316837,12498.143247219576,0.5021800550448238,2.997808406797236,9.513359301613464,6.90370614474589,ZTF21abxowzx,2777273072015015029,Unknown,TDE
47,12894.258900327452,16.647364729522824,12274.180971282009,0.4956782113336529,2.5903913426639247,9.362037229829117,6.703246444513929,ZTF21abxowzx,1979457472015015020,Unknown,TDE
48,12154.758131744771,16.237289907849064,11970.526800709527,0.4104705868633537,2.7072548319866563,9.444388123496186,6.892268926767828,ZTF21abxowzx,2449233472015015024,Unknown,TDE
49,12149.410700350822,15.989812704084294,12063.776501453807,0.3832492385466765,2.4656025915353648,9.493907287457208,6.840137809976177,ZTF21abxowzx,2127127502015015024,Unknown,TDE
50,12049.95643075032,16.36963381779546,11819.36223122096,0.3456300827247042,2.239403306475339,9.101737471639662,7.045417024751603,ZTF21abxowzx,2453232292015015014,Unknown,TDE
51,12059.3372441155,16.34350220391479,11838.207633020813,0.3700817136804733,2.2426799458343094,8.861769218396665,6.987443109961615,ZTF21abxowzx,2367435262015015008,Unknown,TDE
52,12487.07865124531,16.586324609980423,11992.205495748987,0.3851956700324861,2.05432044780414,8.376750247383987,5.858283238640591,ZTF21abxowzx,1964456902015015004,Unknown,TDE
53,12475.63117180643,17.18460140261415,11651.593292192703,0.3631797400972442,1.6035308525574623,7.668424711582972,6.016714086825539,ZTF21abxowzx,2135191792015015003,Unknown,TDE
54,11879.60674449682,16.880478980818168,11466.082796818038,0.3869894643012049,1.685871005227838,7.072679586403772,4.575596525227683,ZTF21abxowzx,2092243152015015015,Unknown,TDE
55,12515.896928751992,17.863660011036597,11208.50340601182,0.4056241712357846,1.0382075822112102,5.120477381070612,3.765543967474832,ZTF21abxowzx,2469189312015015010,Unknown,TDE
56,10235.903921067644,15.96766857855848,10987.327787952348,0.3399904670333386,1.1736671710897366,4.7090688242021,3.760218387596844,ZTF21abxowzx,2360426892015015017,Unknown,TDE
57,11255.118238609995,17.436849892721746,10561.310061711272,0.3448561276556684,0.7892851160527125,3.6916376962539017,2.66664293785959,ZTF21abxowzx,2098177122015015013,Unknown,TDE
186,10746.499925334978,6.61807633503893,10838.79596469106,0.2304612921950358,1.0031457436987217,1.6071941301443298,2.301843508072789,ZTF22aataizc,2051174975115015005,SN candidate,TDE
193,14999.881606153514,5.013720419598674,12701.377045020728,0.3324266542026834,7.930012470677093,6.329757565093043,9.318784920414096,ZTF22abkfhua,2112228221915015002,SN candidate,TDE
194,15097.449172259332,5.046436954525811,12740.326071945596,0.3486997395792366,7.479541903158207,6.210659039147235,8.859995507433633,ZTF22abkfhua,2108284241915015001,SN candidate,TDE
195,15011.746363934615,5.013998526142653,12705.22010638682,0.368460956619889,7.144150160045693,6.03020122552003,8.256610264415265,ZTF22abkfhua,2127317881915015002,SN candidate,TDE
196,14891.41185714034,4.985052694764419,12655.434453373522,0.3887134106749077,7.169144832606904,5.910651756966448,7.918868893806258,ZTF22abkfhua,2125258391915015003,SN candidate,TDE
197,14982.786092740973,4.88199778047703,12738.868472918588,0.4032265691344104,6.118701869348221,5.734167164365034,7.7287293327354,ZTF22abkfhua,2119207701915015000,SN candidate,TDE
